,date,segment,emotion_roberta,emotion_gpt
844,2020-06-10,qa_pair1,"{'curiosity': 1, 'neutral': 2}","Counter({'Pessimism': 1, 'Optimism': 1})"
845,2020-06-10,qa_pair2,"{'curiosity': 1, 'optimism': 1}","Counter({'Concerned': 1, 'Neutral': 1})"
846,2020-06-10,qa_pair3,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 2})
847,2020-06-10,qa_pair4,"{'confusion': 1, 'neutral': 1}","Counter({'Concerned': 1, 'Optimism': 1})"
848,2020-06-10,qa_pair5,"{'curiosity': 1, 'neutral': 1, 'optimism': 1}","Counter({'Uncertain': 1, 'Concerned': 1})"
849,2020-06-10,qa_pair6,"{'curiosity': 1, 'approval': 2}","Counter({'Uncertain': 1, 'Concerned': 1})"
850,2020-06-10,qa_pair7,"{'gratitude': 1, 'neutral': 1}",Counter({'Concerned': 1})
851,2020-06-10,qa_pair8,"{'curiosity': 1, 'neutral': 1, 'gratitude': 1}",Counter({'Concerned': 2})
852,2020-06-10,qa_pair9,"{'gratitude': 2, 'neutral': 3}","Counter({'Concerned': 3, 'Uncertain': 1})"
853,2020-06-10,qa_pair10,"{'confusion': 1, 'neutral': 1}","Counter({'Concerned': 1, 'Optimism': 1})"
854,2020-06-10,qa_pair11,"{'curiosity': 1, 'sadness': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Optimism': 1})"
855,2020-06-10,qa_pair12,"{'curiosity': 1, 'gratitude': 1}","Counter({'Uncertain': 1, 'Concerned': 1})"
856,2020-06-10,qa_pair13,"{'neutral': 1, 'gratitude': 1}",Counter({'Uncertain': 2})
857,2020-06-10,qa_pair14,"{'curiosity': 1, 'neutral': 1, 'gratitude': 1}","Counter({'Concerned': 1, 'Optimism': 1})"
858,2020-06-10,qa_pair15,"{'curiosity': 2, 'neutral': 1}","Counter({'Concerned': 1, 'Pessimism': 1})"
859,2020-07-29,opening_remark,"{'neutral': 5, 'gratitude': 1}","Counter({'Optimism': 3, 'Concerned': 1, 'Pessimism': 1})"
860,2020-07-29,qa_pair1,{'neutral': 1},Counter({'Concerned': 1})
861,2020-07-29,qa_pair2,"{'neutral': 1, 'gratitude': 1}","Counter({'Pessimism': 1, 'Concerned': 1})"
862,2020-07-29,qa_pair3,{'neutral': 1},Counter({'Neutral': 1})
863,2020-07-29,qa_pair4,"{'gratitude': 1, 'neutral': 4}",Counter({'Concerned': 4})
864,2020-07-29,qa_pair5,"{'curiosity': 1, 'neutral': 1}","Counter({'Neutral': 1, 'Concerned': 1})"
865,2020-07-29,qa_pair6,"{'curiosity': 1, 'gratitude': 1}",Counter({'Uncertain': 1})
866,2020-07-29,qa_pair7,{'gratitude': 2},Counter({'Concerned': 1})
867,2020-07-29,qa_pair8,"{'gratitude': 2, 'neutral': 1}","Counter({'Concerned': 1, 'Optimism': 1})"
868,2020-07-29,qa_pair9,"{'curiosity': 1, 'gratitude': 1}",Counter({'Concerned': 2})
869,2020-07-29,qa_pair10,"{'curiosity': 1, 'approval': 1}","Counter({'Pessimism': 1, 'Concerned': 1})"
870,2020-07-29,qa_pair11,{'gratitude': 2},Counter({'Pessimism': 1})
871,2020-07-29,qa_pair12,"{'gratitude': 1, 'neutral': 1}","Counter({'Concerned': 1, 'Neutral': 1})"
872,2020-07-29,qa_pair13,"{'curiosity': 1, 'neutral': 1, 'approval': 1, 'gratitude': 1}",Counter({'Concerned': 3})
873,2020-07-29,qa_pair14,"{'curiosity': 1, 'gratitude': 1}",Counter({'Concerned': 1})
874,2020-07-29,qa_pair15,"{'curiosity': 1, 'remorse': 1}","Counter({'Neutral': 1, 'Uncertain': 1})"
875,2020-07-29,qa_pair16,{'gratitude': 2},Counter({'Concerned': 1})
876,2020-07-29,qa_pair17,{'gratitude': 2},Counter({'Concerned': 1})
877,2020-07-29,qa_pair18,"{'gratitude': 2, 'neutral': 1}",Counter({'Concerned': 2})
878,2020-07-29,qa_pair19,{'gratitude': 2},Counter({'Neutral': 1})
879,2020-09-16,opening_remark,"{'neutral': 5, 'gratitude': 1}","Counter({'Optimism': 4, 'Neutral': 1})"
880,2020-09-16,qa_pair1,"{'curiosity': 1, 'neutral': 1, 'gratitude': 1}",Counter({'Neutral': 2})
881,2020-09-16,qa_pair2,"{'curiosity': 1, 'neutral': 1, 'gratitude': 1}",Counter({'Concerned': 2})
882,2020-09-16,qa_pair3,"{'neutral': 1, 'remorse': 1, 'gratitude': 1}","Counter({'Concerned': 1, 'Uncertain': 1})"
883,2020-09-16,qa_pair4,{'gratitude': 2},"Counter({'Concerned': 1, 'Optimism': 1})"
884,2020-09-16,qa_pair5,{'curiosity': 1},Counter({'Uncertain': 1})
885,2020-09-16,qa_pair6,"{'curiosity': 1, 'neutral': 1}","Counter({'Neutral': 1, 'Uncertain': 1})"
886,2020-09-16,qa_pair7,"{'curiosity': 1, 'neutral': 1, 'gratitude': 1}","Counter({'Neutral': 1, 'Uncertain': 1})"
887,2020-09-16,qa_pair8,"{'neutral': 1, 'gratitude': 1}",Counter({'Concerned': 2})
888,2020-09-16,qa_pair9,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 1})
889,2020-09-16,qa_pair10,"{'curiosity': 1, 'neutral': 1, 'gratitude': 1}","Counter({'Uncertain': 1, 'Concerned': 1})"
890,2020-09-16,qa_pair11,"{'gratitude': 1, 'neutral': 2, 'optimism': 1}",Counter({'Concerned': 3})
891,2020-09-16,qa_pair12,"{'curiosity': 1, 'neutral': 1}","Counter({'Concerned': 1, 'Uncertain': 1})"
892,2020-09-16,qa_pair13,"{'neutral': 2, 'gratitude': 1}","Counter({'Uncertain': 1, 'Pessimism': 1})"
893,2020-09-16,qa_pair14,"{'curiosity': 1, 'neutral': 1, 'approval': 1}","Counter({'Concerned': 1, 'Pessimism': 1, 'Uncertain': 1})"
894,2020-09-16,qa_pair15,{'neutral': 2},Counter({'Concerned': 1})
895,2020-09-16,qa_pair16,"{'curiosity': 1, 'approval': 1}",Counter({'Neutral': 2})
896,2020-09-16,qa_pair17,"{'gratitude': 1, 'neutral': 1}",Counter({'Uncertain': 1})
897,2020-09-16,qa_pair18,"{'confusion': 1, 'gratitude': 1}",Counter({'Concerned': 2})
898,2020-11-05,opening_remark,"{'neutral': 4, 'gratitude': 1}","Counter({'Optimism': 3, 'Neutral': 1})"
899,2020-11-05,qa_pair1,{'gratitude': 2},Counter({'Concerned': 1})
900,2020-11-05,qa_pair2,{'gratitude': 1},Counter({'Uncertain': 1})
901,2020-11-05,qa_pair3,"{'curiosity': 1, 'gratitude': 1}","Counter({'Pessimism': 1, 'Uncertain': 1})"
902,2020-11-05,qa_pair4,{'gratitude': 2},"Counter({'Neutral': 1, 'Uncertain': 1})"
903,2020-11-05,qa_pair5,"{'curiosity': 1, 'neutral': 2}",Counter({'Concerned': 2})
904,2020-11-05,qa_pair6,{'gratitude': 1},Counter({'Neutral': 1})
905,2020-11-05,qa_pair7,"{'neutral': 4, 'gratitude': 1}","Counter({'Concerned': 2, 'Pessimism': 1, 'Neutral': 1})"
906,2020-11-05,qa_pair8,{'gratitude': 1},Counter({'Uncertain': 1})
907,2020-11-05,qa_pair9,{'gratitude': 2},Counter({'Concerned': 1})
908,2020-11-05,qa_pair10,{'neutral': 2},"Counter({'Concerned': 1, 'Uncertain': 1})"
909,2020-11-05,qa_pair11,{'gratitude': 1},Counter({'Concerned': 1})
910,2020-11-05,qa_pair12,{'gratitude': 2},Counter({'Concerned': 1})
911,2020-11-05,qa_pair13,{'gratitude': 2},Counter({'Neutral': 2})
912,2020-11-05,qa_pair14,"{'curiosity': 1, 'approval': 1, 'gratitude': 1}","Counter({'Concerned': 1, 'Optimism': 1})"
913,2020-11-05,qa_pair15,"{'neutral': 3, 'gratitude': 1}","Counter({'Concerned': 1, 'Uncertain': 1, 'Critical': 1})"
914,2020-12-16,opening_remark,"{'neutral': 5, 'gratitude': 1}","Counter({'Optimism': 4, 'Neutral': 1})"
915,2020-12-16,qa_pair1,"{'gratitude': 3, 'neutral': 1}","Counter({'Neutral': 1, 'Uncertain': 1, 'Optimism': 1})"
916,2020-12-16,qa_pair2,"{'neutral': 1, 'gratitude': 1}",Counter({'Neutral': 1})
917,2020-12-16,qa_pair3,"{'curiosity': 1, 'gratitude': 1}",Counter({'Uncertain': 2})
918,2020-12-16,qa_pair4,"{'curiosity': 1, 'neutral': 1, 'optimism': 1}","Counter({'Uncertain': 1, 'Concerned': 1})"
919,2020-12-16,qa_pair5,"{'curiosity': 1, 'gratitude': 1}",Counter({'Concerned': 1})
920,2020-12-16,qa_pair6,"{'curiosity': 1, 'gratitude': 1}","Counter({'Concerned': 1, 'Optimism': 1})"
921,2020-12-16,qa_pair7,"{'gratitude': 2, 'neutral': 2}","Counter({'Uncertain': 2, 'Concerned': 1})"
922,2020-12-16,qa_pair8,"{'curiosity': 1, 'neutral': 2, 'gratitude': 1}","Counter({'Concerned': 2, 'Uncertain': 1})"
923,2020-12-16,qa_pair9,"{'gratitude': 2, 'neutral': 1}","Counter({'Concerned': 1, 'Pessimism': 1})"
924,2020-12-16,qa_pair10,"{'confusion': 1, 'approval': 1, 'gratitude': 1}","Counter({'Concerned': 1, 'Neutral': 1})"
925,2020-12-16,qa_pair11,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 2})
926,2020-12-16,qa_pair12,"{'neutral': 1, 'gratitude': 1}",Counter({'Uncertain': 1})
927,2020-12-16,qa_pair13,{'gratitude': 1},Counter({'Concerned': 1})
928,2020-12-16,qa_pair14,{'curiosity': 1},Counter({'Uncertain': 1})
929,2020-12-16,qa_pair15,"{'curiosity': 1, 'neutral': 2}",Counter({'Concerned': 2})
930,2020-12-16,qa_pair16,"{'curiosity': 1, 'optimism': 1, 'gratitude': 1}",Counter({'Concerned': 2})
931,2021-01-27,opening_remark,"{'neutral': 3, 'disappointment': 1, 'gratitude': 1}","Counter({'Neutral': 1, 'Optimism': 1, 'Concerned': 1, 'Pessimism': 1})"
932,2021-01-27,qa_pair1,{'gratitude': 2},Counter({'Concerned': 2})
933,2021-01-27,qa_pair2,{'gratitude': 2},Counter({'Concerned': 1})
934,2021-01-27,qa_pair3,"{'gratitude': 1, 'neutral': 1, 'remorse': 1, 'confusion': 1}","Counter({'Concerned': 2, 'Neutral': 1})"
935,2021-01-27,qa_pair4,"{'curiosity': 1, 'neutral': 1, 'gratitude': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
936,2021-01-27,qa_pair5,"{'curiosity': 1, 'neutral': 1, 'gratitude': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
937,2021-01-27,qa_pair6,"{'neutral': 3, 'gratitude': 1}","Counter({'Neutral': 2, 'Uncertain': 1})"
938,2021-01-27,qa_pair7,"{'curiosity': 1, 'gratitude': 1}","Counter({'Concerned': 1, 'Pessimism': 1})"
939,2021-01-27,qa_pair8,"{'approval': 1, 'neutral': 1, 'gratitude': 1}","Counter({'Neutral': 1, 'Uncertain': 1})"
940,2021-01-27,qa_pair9,"{'curiosity': 2, 'gratitude': 1}","Counter({'Concerned': 1, 'Uncertain': 1})"
941,2021-01-27,qa_pair10,"{'gratitude': 1, 'neutral': 1}",Counter({'Uncertain': 1})
942,2021-01-27,qa_pair11,"{'gratitude': 2, 'approval': 1}","Counter({'Concerned': 1, 'Pessimism': 1})"
943,2021-01-27,qa_pair12,"{'curiosity': 1, 'neutral': 2, 'approval': 1, 'gratitude': 1}","Counter({'Concerned': 3, 'Uncertain': 1})"
944,2021-01-27,qa_pair13,"{'curiosity': 1, 'neutral': 2}","Counter({'Optimism': 1, 'Concerned': 1})"
945,2021-03-17,opening_remark,"{'approval': 1, 'optimism': 1, 'neutral': 2, 'gratitude': 1}","Counter({'Optimism': 2, 'Neutral': 1, 'Concerned': 1})"
946,2021-03-17,qa_pair1,{'neutral': 1},Counter({'Neutral': 1})
947,2021-03-17,qa_pair2,"{'curiosity': 1, 'confusion': 1}","Counter({'Pessimism': 1, 'Neutral': 1})"
948,2021-03-17,qa_pair3,"{'curiosity': 1, 'neutral': 1, 'gratitude': 1}","Counter({'Neutral': 1, 'Uncertain': 1})"
949,2021-03-17,qa_pair4,"{'curiosity': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
950,2021-03-17,qa_pair5,"{'curiosity': 1, 'gratitude': 1}",Counter({'Uncertain': 1})
951,2021-03-17,qa_pair6,"{'curiosity': 1, 'approval': 1, 'optimism': 1}","Counter({'Uncertain': 1, 'Concerned': 1})"
952,2021-03-17,qa_pair7,{'curiosity': 2},Counter({'Concerned': 2})
953,2021-03-17,qa_pair8,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 2})
954,2021-03-17,qa_pair9,"{'curiosity': 1, 'gratitude': 1}","Counter({'Concerned': 1, 'Optimism': 1})"
955,2021-03-17,qa_pair10,"{'curiosity': 1, 'gratitude': 1}",Counter({'Pessimism': 1})
956,2021-03-17,qa_pair11,"{'gratitude': 1, 'neutral': 1}",Counter({'Uncertain': 1})
957,2021-03-17,qa_pair12,{'neutral': 2},Counter({'Uncertain': 2})
958,2021-03-17,qa_pair13,"{'neutral': 1, 'gratitude': 1}",Counter({'Optimism': 1})
959,2021-03-17,qa_pair14,"{'gratitude': 1, 'neutral': 1}","Counter({'Concerned': 1, 'Neutral': 1})"
960,2021-03-17,qa_pair15,"{'neutral': 3, 'gratitude': 1}",Counter({'Uncertain': 3})
961,2021-03-17,qa_pair16,"{'gratitude': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Pessimism': 1})"
962,2021-03-17,qa_pair17,"{'curiosity': 1, 'neutral': 1, 'gratitude': 1}","Counter({'Uncertain': 1, 'Concerned': 1})"
963,2021-03-17,qa_pair18,"{'curiosity': 1, 'neutral': 2, 'gratitude': 1}","Counter({'Neutral': 2, 'Uncertain': 1})"
964,2021-03-17,qa_pair19,"{'curiosity': 1, 'gratitude': 1}",Counter({'Uncertain': 1})
965,2021-04-28,opening_remark,"{'neutral': 3, 'gratitude': 1}","Counter({'Optimism': 2, 'Neutral': 1})"
966,2021-04-28,qa_pair1,{'gratitude': 1},Counter({'Neutral': 1})
967,2021-04-28,qa_pair2,"{'curiosity': 1, 'gratitude': 1}",Counter({'Uncertain': 1})
968,2021-04-28,qa_pair3,"{'surprise': 1, 'gratitude': 1}","Counter({'Neutral': 1, 'Concerned': 1})"
969,2021-04-28,qa_pair4,"{'curiosity': 1, 'gratitude': 1}",Counter({'Concerned': 1})
970,2021-04-28,qa_pair5,"{'curiosity': 1, 'gratitude': 1}",Counter({'Concerned': 2})
971,2021-04-28,qa_pair6,"{'gratitude': 1, 'optimism': 1}",Counter({'Concerned': 2})
972,2021-04-28,qa_pair7,"{'curiosity': 1, 'gratitude': 1, 'remorse': 1}",Counter({'Concerned': 2})
973,2021-04-28,qa_pair8,"{'gratitude': 2, 'neutral': 2}","Counter({'Optimism': 2, 'Concerned': 1})"
974,2021-04-28,qa_pair9,{'neutral': 2},Counter({'Concerned': 2})
975,2021-04-28,qa_pair10,"{'curiosity': 1, 'gratitude': 1}",Counter({'Concerned': 1})
976,2021-04-28,qa_pair11,{'curiosity': 2},"Counter({'Concerned': 1, 'Optimism': 1})"
977,2021-04-28,qa_pair12,"{'curiosity': 2, 'gratitude': 1}",Counter({'Concerned': 2})
978,2021-04-28,qa_pair13,"{'gratitude': 2, 'neutral': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
979,2021-04-28,qa_pair14,"{'neutral': 2, 'curiosity': 1}",Counter({'Concerned': 2})
980,2021-04-28,qa_pair15,"{'gratitude': 2, 'curiosity': 1}","Counter({'Concerned': 1, 'Optimism': 1})"
981,2021-04-28,qa_pair16,"{'gratitude': 2, 'remorse': 1}","Counter({'Optimism': 1, 'Uncertain': 1})"
982,2021-04-28,qa_pair17,{'gratitude': 2},Counter({'Uncertain': 1})
983,2021-04-28,qa_pair18,"{'gratitude': 2, 'neutral': 1}",Counter({'Concerned': 2})
984,2021-06-16,opening_remark,"{'neutral': 5, 'gratitude': 1}","Counter({'Optimism': 3, 'Neutral': 1})"
985,2021-06-16,qa_pair1,"{'gratitude': 2, 'neutral': 2}","Counter({'Optimism': 2, 'Concerned': 1})"
986,2021-06-16,qa_pair2,"{'gratitude': 1, 'confusion': 1}","Counter({'Concerned': 1, 'Neutral': 1})"
987,2021-06-16,qa_pair3,{'gratitude': 2},Counter({'Uncertain': 1})
988,2021-06-16,qa_pair4,"{'curiosity': 1, 'approval': 1, 'confusion': 1}",Counter({'Neutral': 2})
989,2021-06-16,qa_pair5,{'neutral': 1},Counter({'Neutral': 1})
990,2021-06-16,qa_pair6,"{'neutral': 2, 'gratitude': 1}",Counter({'Optimism': 2})
991,2021-06-16,qa_pair7,{'curiosity': 1},Counter({'Uncertain': 1})
992,2021-06-16,qa_pair8,"{'curiosity': 1, 'gratitude': 1}",Counter({'Concerned': 1})
993,2021-06-16,qa_pair9,"{'curiosity': 1, 'confusion': 1}","Counter({'Concerned': 1, 'Neutral': 1})"
994,2021-06-16,qa_pair10,"{'gratitude': 2, 'optimism': 1, 'neutral': 1}","Counter({'Concerned': 1, 'Uncertain': 1, 'Neutral': 1})"
995,2021-06-16,qa_pair11,"{'curiosity': 1, 'gratitude': 1}",Counter({'Uncertain': 1})
996,2021-06-16,qa_pair12,"{'gratitude': 2, 'neutral': 1}","Counter({'Pessimism': 1, 'Concerned': 1})"
997,2021-06-16,qa_pair13,"{'curiosity': 2, 'gratitude': 1}",Counter({'Optimism': 2})
998,2021-06-16,qa_pair14,"{'curiosity': 1, 'neutral': 1, 'gratitude': 1}",Counter({'Concerned': 2})
999,2021-06-16,qa_pair15,"{'curiosity': 1, 'admiration': 1}",Counter({'Concerned': 1})
1000,2021-06-16,qa_pair16,"{'neutral': 1, 'gratitude': 1}",Counter({'Concerned': 1})
1001,2021-06-16,qa_pair17,{'curiosity': 2},Counter({'Neutral': 2})
1002,2021-06-16,qa_pair18,"{'neutral': 3, 'gratitude': 1}","Counter({'Concerned': 2, 'Pessimism': 1})"
1003,2021-07-28,opening_remark,"{'neutral': 4, 'gratitude': 1}","Counter({'Optimism': 3, 'Neutral': 1})"
1004,2021-07-28,qa_pair1,"{'gratitude': 1, 'curiosity': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
1005,2021-07-28,qa_pair2,"{'remorse': 1, 'neutral': 1}",Counter({'Uncertain': 2})
1006,2021-07-28,qa_pair3,{'neutral': 1},Counter({'Uncertain': 1})
1007,2021-07-28,qa_pair4,{'curiosity': 2},Counter({'Uncertain': 2})
1008,2021-07-28,qa_pair5,"{'curiosity': 1, 'gratitude': 1}","Counter({'Concerned': 1, 'Neutral': 1})"
1009,2021-07-28,qa_pair6,"{'neutral': 1, 'gratitude': 1}","Counter({'Uncertain': 1, 'Concerned': 1})"
1010,2021-07-28,qa_pair7,"{'gratitude': 2, 'neutral': 1}","Counter({'Pessimism': 1, 'Uncertain': 1})"
1011,2021-07-28,qa_pair8,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 2})
1012,2021-07-28,qa_pair9,"{'gratitude': 1, 'neutral': 2}",Counter({'Concerned': 2})
1013,2021-07-28,qa_pair10,"{'gratitude': 1, 'neutral': 1, 'approval': 1}","Counter({'Neutral': 1, 'Concerned': 1})"
1014,2021-07-28,qa_pair11,"{'neutral': 2, 'gratitude': 1}",Counter({'Uncertain': 2})
1015,2021-07-28,qa_pair12,"{'curiosity': 1, 'gratitude': 1}",Counter({'Pessimism': 1})
1016,2021-07-28,qa_pair13,"{'curiosity': 1, 'neutral': 1, 'gratitude': 1}",Counter({'Uncertain': 2})
1017,2021-07-28,qa_pair14,"{'curiosity': 1, 'gratitude': 1}",Counter({'Uncertain': 1})
1018,2021-07-28,qa_pair15,"{'gratitude': 1, 'neutral': 1}","Counter({'Concerned': 1, 'Neutral': 1})"
1019,2021-07-28,qa_pair16,"{'surprise': 1, 'neutral': 1, 'gratitude': 1}","Counter({'Concerned': 1, 'Optimism': 1})"
1020,2021-07-28,qa_pair17,"{'neutral': 1, 'gratitude': 1}","Counter({'Neutral': 1, 'Optimism': 1})"
1021,2021-09-22,opening_remark,"{'neutral': 4, 'gratitude': 1}","Counter({'Optimism': 2, 'Neutral': 1, 'Concerned': 1})"
1022,2021-09-22,qa_pair1,{'gratitude': 2},"Counter({'Neutral': 1, 'Uncertain': 1})"
1023,2021-09-22,qa_pair2,{'gratitude': 2},Counter({'Concerned': 2})
1024,2021-09-22,qa_pair3,"{'curiosity': 1, 'gratitude': 1}",Counter({'Uncertain': 1})
1025,2021-09-22,qa_pair4,"{'neutral': 1, 'gratitude': 1}",Counter({'Concerned': 1})
1026,2021-09-22,qa_pair5,"{'curiosity': 1, 'gratitude': 1}",Counter({'Neutral': 1})
1027,2021-09-22,qa_pair6,"{'curiosity': 1, 'approval': 1, 'gratitude': 1}",Counter({'Concerned': 2})
1028,2021-09-22,qa_pair7,"{'curiosity': 2, 'neutral': 1}","Counter({'Neutral': 1, 'Pessimism': 1, 'Concerned': 1})"
1029,2021-09-22,qa_pair8,"{'curiosity': 1, 'gratitude': 1}",Counter({'Neutral': 1})
1030,2021-09-22,qa_pair9,"{'curiosity': 1, 'neutral': 1, 'gratitude': 1}","Counter({'Concerned': 1, 'Neutral': 1})"
1031,2021-09-22,qa_pair10,"{'curiosity': 1, 'gratitude': 1}",Counter({'Concerned': 1})
1032,2021-09-22,qa_pair11,{'curiosity': 1},Counter({'Concerned': 1})
1033,2021-09-22,qa_pair12,"{'curiosity': 1, 'neutral': 1, 'gratitude': 1}","Counter({'Neutral': 1, 'Concerned': 1})"
1034,2021-09-22,qa_pair13,"{'curiosity': 1, 'gratitude': 1}",Counter({'Uncertain': 1})
1035,2021-09-22,qa_pair14,"{'curiosity': 1, 'gratitude': 1}",Counter({'Concerned': 2})
1036,2021-09-22,qa_pair15,{'gratitude': 1},Counter({'Uncertain': 1})
1037,2021-09-22,qa_pair16,{'gratitude': 1},Counter({'Neutral': 1})
1038,2021-09-22,qa_pair17,"{'curiosity': 1, 'gratitude': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
1039,2021-09-22,qa_pair18,{'gratitude': 2},Counter({'Concerned': 1})
1040,2021-09-22,qa_pair19,"{'gratitude': 2, 'curiosity': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
1041,2021-11-03,opening_remark,"{'neutral': 3, 'gratitude': 1}","Counter({'Optimism': 2, 'Neutral': 1, 'Pessimism': 1})"
1042,2021-11-03,qa_pair1,"{'neutral': 1, 'gratitude': 1}","Counter({'Uncertain': 1, 'Optimism': 1})"
1043,2021-11-03,qa_pair2,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
1044,2021-11-03,qa_pair3,{'neutral': 1},Counter({'Neutral': 1})
1045,2021-11-03,qa_pair4,"{'gratitude': 2, 'neutral': 1}",Counter({'Concerned': 2})
1046,2021-11-03,qa_pair5,"{'curiosity': 1, 'gratitude': 1}",Counter({'Neutral': 1})
1047,2021-11-03,qa_pair6,"{'curiosity': 1, 'neutral': 1, 'gratitude': 1}","Counter({'Concerned': 1, 'Pessimism': 1})"
1048,2021-11-03,qa_pair7,"{'gratitude': 2, 'neutral': 1}","Counter({'Neutral': 1, 'Concerned': 1})"
1049,2021-11-03,qa_pair8,"{'gratitude': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
1050,2021-11-03,qa_pair9,"{'confusion': 1, 'neutral': 2, 'gratitude': 1}","Counter({'Neutral': 2, 'Uncertain': 1})"
1051,2021-11-03,qa_pair10,{'gratitude': 2},Counter({'Concerned': 1})
1052,2021-11-03,qa_pair11,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 2})
1053,2021-11-03,qa_pair12,"{'neutral': 2, 'gratitude': 1}",Counter({'Pessimism': 2})
1054,2021-11-03,qa_pair13,{'neutral': 1},Counter({'Concerned': 1})
1055,2021-11-03,qa_pair14,"{'curiosity': 1, 'neutral': 2, 'gratitude': 1}","Counter({'Uncertain': 2, 'Optimism': 1})"
1056,2021-11-03,qa_pair15,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
1057,2021-11-03,qa_pair16,"{'curiosity': 1, 'neutral': 1, 'approval': 1}","Counter({'Concerned': 2, 'Optimism': 1})"
1058,2021-11-03,qa_pair17,"{'curiosity': 1, 'neutral': 1, 'gratitude': 1}","Counter({'Pessimism': 1, 'Optimism': 1})"
1059,2021-12-15,opening_remark,"{'neutral': 4, 'gratitude': 1}","Counter({'Optimism': 3, 'Neutral': 1})"
1060,2021-12-15,qa_pair1,{'gratitude': 2},Counter({'Neutral': 1})
1061,2021-12-15,qa_pair2,"{'curiosity': 1, 'neutral': 2}",Counter({'Uncertain': 2})
1062,2021-12-15,qa_pair3,"{'curiosity': 1, 'neutral': 1}",Counter({'Neutral': 1})
1063,2021-12-15,qa_pair4,"{'curiosity': 1, 'neutral': 1, 'gratitude': 1}","Counter({'Uncertain': 2, 'Concerned': 1})"
1064,2021-12-15,qa_pair5,"{'curiosity': 1, 'neutral': 1, 'approval': 1}","Counter({'Concerned': 1, 'Uncertain': 1})"
1065,2021-12-15,qa_pair6,"{'gratitude': 2, 'neutral': 2}","Counter({'Pessimism': 2, 'Optimism': 1})"
1066,2021-12-15,qa_pair7,"{'curiosity': 1, 'gratitude': 1}",Counter({'Concerned': 1})
1067,2021-12-15,qa_pair8,"{'curiosity': 1, 'neutral': 2, 'gratitude': 1}","Counter({'Concerned': 2, 'Neutral': 1})"
1068,2021-12-15,qa_pair9,"{'gratitude': 1, 'neutral': 3}","Counter({'Concerned': 1, 'Optimism': 1, 'Uncertain': 1})"
1069,2021-12-15,qa_pair10,{'gratitude': 1},Counter({'Neutral': 1})
1070,2021-12-15,qa_pair11,{'neutral': 2},"Counter({'Concerned': 1, 'Uncertain': 1})"
1071,2021-12-15,qa_pair12,"{'curiosity': 1, 'neutral': 3}","Counter({'Concerned': 2, 'Neutral': 1})"
1072,2021-12-15,qa_pair13,{'neutral': 2},Counter({'Optimism': 1})
1073,2021-12-15,qa_pair14,"{'curiosity': 1, 'gratitude': 1}","Counter({'Concerned': 1, 'Neutral': 1})"
1074,2021-12-15,qa_pair15,"{'confusion': 1, 'neutral': 1}","Counter({'Neutral': 1, 'Pessimism': 1})"
1075,2021-12-15,qa_pair16,"{'curiosity': 1, 'neutral': 1}","Counter({'Concerned': 1, 'Uncertain': 1})"
1076,2021-12-15,qa_pair17,{'gratitude': 2},"Counter({'Neutral': 1, 'Concerned': 1})"
1077,2022-01-26,opening_remark,"{'neutral': 3, 'gratitude': 2}","Counter({'Optimism': 3, 'Pessimism': 1})"
1078,2022-01-26,qa_pair1,{'gratitude': 2},Counter({'Uncertain': 1})
1079,2022-01-26,qa_pair2,"{'curiosity': 1, 'realization': 1, 'gratitude': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
1080,2022-01-26,qa_pair3,"{'curiosity': 1, 'neutral': 1, 'gratitude': 1}","Counter({'Neutral': 2, 'Uncertain': 1})"
1081,2022-01-26,qa_pair4,{'gratitude': 2},Counter({'Concerned': 1})
1082,2022-01-26,qa_pair5,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 2})
1083,2022-01-26,qa_pair6,"{'gratitude': 1, 'neutral': 2}","Counter({'Neutral': 1, 'Uncertain': 1, 'Concerned': 1})"
1084,2022-01-26,qa_pair7,"{'curiosity': 1, 'neutral': 1, 'gratitude': 1}","Counter({'Concerned': 1, 'Uncertain': 1})"
1085,2022-01-26,qa_pair8,"{'gratitude': 2, 'neutral': 1}","Counter({'Neutral': 1, 'Uncertain': 1})"
